School,Small School,Locality,"Number of VCE, VCE Vocational Major (VM) studies and VCE VET programs at Units 3 and 4 level with enrolments ",Number of Vocational Education and Training (VET) certificates with enrolments,Number of Higher Education studies (HES) with enrolments,Enrolment(s) in VCE Vocational Major (VM) unit(s)​,Enrolment(s) in the Victorian Pathways Certificate (VPC),Enrolment(s) in the International Baccalaureate (IB) Diploma,Enrolment(s) in Northern Hemisphere Timetable (NHT) delivery at Units 3 and 4 level ​,Number of students enrolled in at least one VCE or VCE Vocational Major (VM) study or VCE VET program at Units 3 and 4 level,Number of students enrolled in a Vocational Education and Training (VET) certificate,Number of students enrolled in an School-based Apprenticeship or Traineeship (SBAT),Number of students enrolled in a Higher Education study (HES),Percentage of VCE students applying for tertiary places through the Victorian Tertiary Admissions Centre (VTAC),Percentage of satisfactory VCE completions,Number of students awarded the VCE Vocational Major (VM),Number of students awarded the VCE (Baccalaureate),Percentage of Vocational Education and Training (VET) units of competency completed,Percentage of Higher Education studies (HES) completed,Median VCE study score,Percentage of study scores of 40 and over,Number of students awarded the Victorian Pathways Certificate (VPC),SchoolName_clean,ACARA SML ID,Location AGE ID,School AGE ID,Rolled School ID,School Name,Suburb,State,Postcode,School Sector,School Type,Special school,Campus Type,Latitude,Longitude,ABS Remoteness Area,ABS Remoteness Area Name,Meshblock,Statistical Area 1,Statistical Area 2,Statistical Area 2 Name,Statistical Area 3,Statistical Area 3 Name,Statistical Area 4,Statistical Area 4 Name,Local Government Area,Local Government Area Name,State Electoral Division,State Electoral Division Name,Commonwealth Electoral Division,Commonwealth Electoral Division Name,Calendar Year,ACARA SML ID_profile,Location AGE ID_profile,School AGE ID_profile,School Name_profile,Suburb_profile,State_profile,Postcode_profile,School Sector_profile,School Type_profile,Campus Type_profile,Rolled Reporting Description,School URL,Governing Body,Governing Body URL,Year Range,Geolocation,ICSEA,ICSEA Percentile,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English - Yes (%),Language Background Other Than English - No (%),Language Background Other Than English - Not Stated (%)
Eltham College,,RESEARCH,42,15,6,,,,,124,91,-,< 4,92.1,100,-,< 4,99,I/D,31,9,-,ELTHAM COLLEGE,46232,42179.0,2179.0,46232,Eltham College,RESEARCH,VIC,3095,Independent,Combined,0,School Head Campus,-37.70044311,145.192232,0,Major Cities,20513950000,20903121415,209031214,Research - North Warrandyte,20903,Nillumbik - Kinglake,209,Melbourne - North East,25710,Nillumbik,22402,Eltham (North-Eastern Metropolitan),225,Jagajaga,2024,46232,42179.0,2179.0,Eltham College,Research,VIC,3095,Independent,Combined,School Head Campus,Rolled Reporting,http://www.elthamcollege.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1145.0,94.0,3.0,11.0,29.0,58.0,88.0,79.1,58.0,48.6,648.0,253.0,395.0,648.0,0.0,15.0,75.0,10.0
Eltham High School,,ELTHAM,64,27,10,Y,Y,,,343,99,-,5,66,99,4,10,84,100,29,5.3,< 4,ELTHAM HIGH SCHOOL,45382,48232.0,8232.0,45382,Eltham High School,ELTHAM,VIC,3095,Government,Secondary,0,School Single Entity,-37.72464493,145.14248575,0,Major Cities,20511890000,20903120922,209031209,Eltham,20903,Nillumbik - Kinglake,209,Melbourne - North East,25710,Nillumbik,22402,Eltham (North-Eastern Metropolitan),225,Jagajaga,2024,45382,48232.0,8232.0,Eltham High School,Eltham,VIC,3095,Government,Secondary,School Single Entity,Individual Reporting,http://www.elthamhs.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,7-12,Major Cities,1094.0,83.0,9.0,21.0,31.0,38.0,135.0,116.9,74.0,43.5,1403.0,639.0,764.0,1403.0,1.0,9.0,89.0,1.0
Elwood College,,ELWOOD,55,20,6,,Y,,,193,35,-,4,70.1,99,< 4,8,88,100,31,9.3,-,ELWOOD COLLEGE,45383,55445.0,15445.0,45383,Elwood College,ELWOOD,VIC,3184,Government,Secondary,0,School Single Entity,-37.881989,144.984486,0,Major Cities,20521460000,20605112934,206051129,Elwood,20605,Port Phillip,206,Melbourne - Inner,25900,Port Phillip,21206,Brighton (Southern Metropolitan),229,Macnamara,2024,45383,55445.0,15445.0,Elwood College,Elwood,VIC,3184,Government,Secondary,School Single Entity,Individual Reporting,http://www.elwood.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,7-12,Major Cities,1108.0,86.0,8.0,18.0,29.0,45.0,73.0,64.7,42.0,24.1,827.0,331.0,496.0,826.6,1.0,30.0,67.0,3.0
Emerald Secondary College,,EMERALD,38,20,6,Y,Y,,,122,64,< 4,< 4,51.6,100,16,-,90,I/D,28,1.6,< 4,EMERALD SECONDARY COLLEGE,45497,54722.0,14722.0,45497,Emerald Secondary College,EMERALD,VIC,3782,Government,Secondary,0,School Single Entity,-37.92427055,145.45874374,0,Major Cities,20100760000,21201128904,212011289,Emerald - Cockatoo,21201,Cardinia,212,Melbourne - South East,21450,Cardinia,25101,Monbulk (Eastern Victoria),227,La Trobe,2024,45497,54722.0,14722.0,Emerald Secondary College,Emerald,VIC,3782,Government,Secondary,School Single Entity,Individual Reporting,https://www.emeraldsc.vic.edu.au/,Department of Education and Training Victoria,https://www.education.vic.gov.au/,7-12,Major Cities,1010.0,52.0,30.0,34.0,25.0,10.0,56.0,51.9,35.0,24.9,650.0,301.0,349.0,650.0,3.0,5.0,92.0,3.0
Emmanuel College,,ALTONA NORTH,67,33,2,Y,Y,,,464,341,6,< 4,74.2,99,50,7,97,I/D,28,4.6,< 4,EMMANUEL COLLEGE,45979,41221.0,1221.0,45979,Emmanuel College,ALTONA NORTH,VIC,3025,Catholic,Secondary,0,School Head Campus,-37.831623,144.842389,0,Major Cities,20279360000,21302134327,213021343,Altona North,21302,Hobsons Bay,213,Melbourne - West,23110,Hobsons Bay,28707,Williamstown (Western Metropolitan),215,Gellibrand,2024,45979,41221.0,1221.0,Emmanuel College,Altona North,VIC,3025,Catholic,Secondary,School Head Campus,Rolled Reporting,http://www.ecmelb.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Major Cities,1075.0,77.0,11.0,26.0,33.0,29.0,210.0,201.6,99.0,84.0,2498.0,793.0,1705.0,2498.0,0.0,40.0,60.0,0.0
Emmanuel College,,ALTONA NORTH,67,33,2,Y,Y,,,464,341,6,< 4,74.2,99,50,7,97,I/D,28,4.6,< 4,EMMANUEL COLLEGE,45979,41221.0,1221.0,45979,Emmanuel College,ALTONA NORTH,VIC,3025,Catholic,Secondary,0,School Head Campus,-37.831623,144.842389,0,Major Cities,20279360000,21302134327,213021343,Altona North,21302,Hobsons Bay,213,Melbourne - West,23110,Hobsons Bay,28707,Williamstown (Western Metropolitan),215,Gellibrand,2024,48094,45386.0,5386.0,Emmanuel College,Carrara,QLD,4211,Independent,Combined,School Single Entity,Individual Reporting,http://www.emmanuel.qld.edu.au,Independent Schools Queensland,https://www.isq.qld.edu.au/,Prep-12,Major Cities,1136.0,93.0,2.0,12.0,32.0,53.0,119.0,110.4,118.0,81.4,1651.0,871.0,780.0,1651.0,1.0,23.0,77.0,0.0
Emmanuel College,,ALTONA NORTH,67,33,2,Y,Y,,,464,341,6,< 4,74.2,99,50,7,97,I/D,28,4.6,< 4,EMMANUEL COLLEGE,48094,45386.0,5386.0,48094,Emmanuel College,CARRARA,QLD,4211,Independent,Combined,0,School Single Entity,-28.016537,153.369536,0,Major Cities,30563839400,30906124632,309061246,Carrara,30906,Nerang,309,Gold Coast,33430,Gold Coast,30027,Gaven,323,Moncrieff,2024,45979,41221.0,1221.0,Emmanuel College,Altona North,VIC,3025,Catholic,Secondary,School Head Campus,Rolled Reporting,http://www.ecmelb.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Major Cities,1075.0,77.0,11.0,26.0,33.0,29.0,210.0,201.6,99.0,84.0,2498.0,793.0,1705.0,2498.0,0.0,40.0,60.0,0.0
Emmanuel College,,ALTONA NORTH,67,33,2,Y,Y,,,464,341,6,< 4,74.2,99,50,7,97,I/D,28,4.6,< 4,EMMANUEL COLLEGE,48094,45386.0,5386.0,48094,Emmanuel College,CARRARA,QLD,4211,Independent,Combined,0,School Single Entity,-28.016537,153.369536,0,Major Cities,30563839400,30906124632,309061246,Carrara,30906,Nerang,309,Gold Coast,33430,Gold Coast,30027,Gaven,323,Moncrieff,2024,48094,45386.0,5386.0,Emmanuel College,Carrara,QLD,4211,Independent,Combined,School Single Entity,Individual Reporting,http://www.emmanuel.qld.edu.au,Independent Schools Queensland,https://www.isq.qld.edu.au/,Prep-12,Major Cities,1136.0,93.0,2.0,12.0,32.0,53.0,119.0,110.4,118.0,81.4,1651.0,871.0,780.0,1651.0,1.0,23.0,77.0,0.0
Emmanuel College,,WARRNAMBOOL,55,31,2,Y,Y,,,244,175,15,< 4,68.8,98,26,5,88,I/D,30,6.4,< 4,EMMANUEL COLLEGE,45979,41221.0,1221.0,45979,Emmanuel College,ALTONA NORTH,VIC,3025,Catholic,Secondary,0,School Head Campus,-37.831623,144.842389,0,Major Cities,20279360000,21302134327,213021343,Altona North,21302,Hobsons Bay,213,Melbourne - West,23110,Hobsons Bay,28707,Williamstown (Western Metropolitan),215,Gellibrand,2024,45979,41221.0,1221.0,Emmanuel College,Altona North,VIC,3025,Catholic,Secondary,School Head Campus,Rolled Reporting,http://www.ecmelb.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Major Cities,1075.0,77.0,11.0,26.0,33.0,29.0,210.0,201.6,99.0,84.0,2498.0,793.0,1705.0,2498.0,0.0,40.0,60.0,0.0
Emmanuel College,,WARRNAMBOOL,55,31,2,Y,Y,,,244,175,15,< 4,68.8,98,26,5,88,I/D,30,6.4,< 4,EMMANUEL COLLEGE,45979,41221.0,1221.0,45979,Emmanuel College,ALTONA NORTH,VIC,3025,Catholic,Secondary,0,School Head Campus,-37.831623,144.842389,0,Major Cities,20279360000,21302134327,213021343,Altona North,21302,Hobsons Bay,213,Melbourne - West,23110,Hobsons Bay,28707,Williamstown (Western Metropolitan),215,Gellibrand,2024,48094,45386.0,5386.0,Emmanuel College,Carrara,QLD,4211,Independent,Combined,School Single Entity,Individual Reporting,http://www.emmanuel.qld.edu.au,Independent Schools Queensland,https://www.isq.qld.edu.au/,Prep-12,Major Cities,1136.0,93.0,2.0,12.0,32.0,53.0,119.0,110.4,118.0,81.4,1651.0,871.0,780.0,1651.0,1.0,23.0,77.0,0.0
Emmanuel College,,WARRNAMBOOL,55,31,2,Y,Y,,,244,175,15,< 4,68.8,98,26,5,88,I/D,30,6.4,< 4,EMMANUEL COLLEGE,48094,45386.0,5386.0,48094,Emmanuel College,CARRARA,QLD,4211,Independent,Combined,0,School Single Entity,-28.016537,153.369536,0,Major Cities,30563839400,30906124632,309061246,Carrara,30906,Nerang,309,Gold Coast,33430,Gold Coast,30027,Gaven,323,Moncrieff,2024,45979,41221.0,1221.0,Emmanuel College,Altona North,VIC,3025,Catholic,Secondary,School Head Campus,Rolled Reporting,http://www.ecmelb.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Major Cities,1075.0,77.0,11.0,26.0,33.0,29.0,210.0,201.6,99.0,84.0,2498.0,793.0,1705.0,2498.0,0.0,40.0,60.0,0.0
Emmanuel College,,WARRNAMBOOL,55,31,2,Y,Y,,,244,175,15,< 4,68.8,98,26,5,88,I/D,30,6.4,< 4,EMMANUEL COLLEGE,48094,45386.0,5386.0,48094,Emmanuel College,CARRARA,QLD,4211,Independent,Combined,0,School Single Entity,-28.016537,153.369536,0,Major Cities,30563839400,30906124632,309061246,Carrara,30906,Nerang,309,Gold Coast,33430,Gold Coast,30027,Gaven,323,Moncrieff,2024,48094,45386.0,5386.0,Emmanuel College,Carrara,QLD,4211,Independent,Combined,School Single Entity,Individual Reporting,http://www.emmanuel.qld.edu.au,Independent Schools Queensland,https://www.isq.qld.edu.au/,Prep-12,Major Cities,1136.0,93.0,2.0,12.0,32.0,53.0,119.0,110.4,118.0,81.4,1651.0,871.0,780.0,1651.0,1.0,23.0,77.0,0.0
Emmaus College,,VERMONT SOUTH,61,40,2,Y,,,,308,226,19,< 4,73.1,100,28,6,84,I/D,31,9.8,-,EMMAUS COLLEGE,45936,40764.0,764.0,45936,Emmaus College,VERMONT SOUTH,VIC,3133,Catholic,Secondary,0,School Head Campus,-37.847990854423244,145.17444779150486,0,Major Cities,20599060000,21104127306,211041273,Vermont South,21104,Whitehorse - East,211,Melbourne - Outer East,26980,Whitehorse,23402,Glen Waverley (North-Eastern Metropolitan),211,Deakin,2024,45936,40764.0,764.0,Emmaus College,Vermont South,VIC,3133,Catholic,Secondary,School Head Campus,Rolled Reporting,http://www.emmaus.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Major Cities,1079.0,78.0,8.0,26.0,39.0,27.0,157.0,120.2,68.0,55.3,1444.0,700.0,744.0,1444.0,0.0,27.0,73.0,0.0
Emmaus College,,VERMONT SOUTH,61,40,2,Y,,,,308,226,19,< 4,73.1,100,28,6,84,I/D,31,9.8,-,EMMAUS COLLEGE,45936,40764.0,764.0,45936,Emmaus College,VERMONT SOUTH,VIC,3133,Catholic,Secondary,0,School Head Campus,-37.847990854423244,145.17444779150486,0,Major Cities,20599060000,21104127306,211041273,Vermont South,21104,Whitehorse - East,211,Melbourne - Outer East,26980,Whitehorse,23402,Glen Waverley (North-Eastern Metropolitan),211,Deakin,2024,47658,57163.0,17163.0,Emmaus College,Jimboomba,QLD,4280,Catholic,Combined,School Single Entity,Individual Reporting,http://www.emmausjimboomba.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,Prep-12,Major Cities,1026.0,58.0,18.0,42.0,31.0,9.0,98.0,96.2,60.0,48.3,1527.0,775.0,752.0,1527.0,3.0,3.0,97.0,0.0
Emmaus College,,VERMONT SOUTH,61,40,2,Y,,,,308,226,19,< 4,73.1,100,28,6,84,I/D,31,9.8,-,EMMAUS COLLEGE,45936,40764.0,764.0,45936,Emmaus College,VERMONT SOUTH,VIC,3133,Catholic,Secondary,0,School Head Campus,-37.847990854423244,145.17444779150486,0,Major Cities,20599060000,21104127306,211041273,Vermont South,21104,Whitehorse - East,211,Melbourne - Outer East,26980,Whitehorse,23402,Glen Waverley (North-Eastern Metropolitan),211,Deakin,2024,47901,54048.0,14048.0,Emmaus College,Park Avenue,QLD,4701,Catholic,Secondary,School Head Campus,Rolled Reporting,http://www.emmaus.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,7-12,Inner Regional,997.0,45.0,28.0,36.0,24.0,12.0,111.0,103.3,96.0,66.7,1323.0,662.0,661.0,1323.0,11.0,6.0,86.0,8.0
Emmaus College,,VERMONT SOUTH,61,40,2,Y,,,,308,226,19,< 4,73.1,100,28,6,84,I/D,31,9.8,-,EMMAUS COLLEGE,47658,57163.0,17163.0,47658,Emmaus College,JIMBOOMBA,QLD,4280,Catholic,Combined,0,School Single Entity,-27.834339,153.037683,0,Major Cities,30013642000,31104157007,311041570,Jimboomba - Glenlogan,31104,Jimboomba,311,Logan - Beaudesert,34590,Logan,30044,Logan,330,Wright,2024,45936,40764.0,764.0,Emmaus College,Vermont South,VIC,3133,Catholic,Secondary,School Head Campus,Rolled Reporting,http://www.emmaus.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Major Cities,1079.0,78.0,8.0,26.0,39.0,27.0,157.0,120.2,68.0,55.3,1444.0,700.0,744.0,1444.0,0.0,27.0,73.0,0.0
Emmaus College,,VERMONT SOUTH,61,40,2,Y,,,,308,226,19,< 4,73.1,100,28,6,84,I/D,31,9.8,-,EMMAUS COLLEGE,47658,57163.0,17163.0,47658,Emmaus College,JIMBOOMBA,QLD,4280,Catholic,Combined,0,School Single Entity,-27.834339,153.037683,0,Major Cities,30013642000,31104157007,311041570,Jimboomba - Glenlogan,31104,Jimboomba,311,Logan - Beaudesert,34590,Logan,30044,Logan,330,Wright,2024,47658,57163.0,17163.0,Emmaus College,Jimboomba,QLD,4280,Catholic,Combined,School Single Entity,Individual Reporting,http://www.emmausjimboomba.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,Prep-12,Major Cities,1026.0,58.0,18.0,42.0,31.0,9.0,98.0,96.2,60.0,48.3,1527.0,775.0,752.0,1527.0,3.0,3.0,97.0,0.0
Emmaus College,,VERMONT SOUTH,61,40,2,Y,,,,308,226,19,< 4,73.1,100,28,6,84,I/D,31,9.8,-,EMMAUS COLLEGE,47658,57163.0,17163.0,47658,Emmaus College,JIMBOOMBA,QLD,4280,Catholic,Combined,0,School Single Entity,-27.834339,153.037683,0,Major Cities,30013642000,31104157007,311041570,Jimboomba - Glenlogan,31104,Jimboomba,311,Logan - Beaudesert,34590,Logan,30044,Logan,330,Wright,2024,47901,54048.0,14048.0,Emmaus College,Park Avenue,QLD,4701,Catholic,Secondary,School Head Campus,Rolled Reporting,http://www.emmaus.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,7-12,Inner Regional,997.0,45.0,28.0,36.0,24.0,12.0,111.0,103.3,96.0,66.7,1323.0,662.0,661.0,1323.0,11.0,6.0,86.0,8.0
Emmaus College,,VERMONT SOUTH,61,40,2,Y,,,,308,226,19,< 4,73.1,100,28,6,84,I/D,31,9.8,-,EMMAUS COLLEGE,47901,54048.0,14048.0,47901,Emmaus College,PARK AVENUE,QLD,4701,Catholic,Secondary,0,School Head Campus,-23.349661,150.522518,1,Inner Regional,30563182100,30803121401,308031214,Park Avenue,30803,Rockhampton,308,Central Queensland,36370,Rockhampton,30073,Rockhampton,305,Capricornia,2024,45936,40764.0,764.0,Emmaus College,Vermont South,VIC,3133,Catholic,Secondary,School Head Campus,Rolled Reporting,http://www.emmaus.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Major Cities,1079.0,78.0,8.0,26.0,39.0,27.0,157.0,120.2,68.0,55.3,1444.0,700.0,744.0,1444.0,0.0,27.0,73.0,0.0
Emmaus College,,VERMONT SOUTH,61,40,2,Y,,,,308,226,19,< 4,73.1,100,28,6,84,I/D,31,9.8,-,EMMAUS COLLEGE,47901,54048.0,14048.0,47901,Emmaus College,PARK AVENUE,QLD,4701,Catholic,Secondary,0,School Head Campus,-23.349661,150.522518,1,Inner Regional,30563182100,30803121401,308031214,Park Avenue,30803,Rockhampton,308,Central Queensland,36370,Rockhampton,30073,Rockhampton,305,Capricornia,2024,47658,57163.0,17163.0,Emmaus College,Jimboomba,QLD,4280,Catholic,Combined,School Single Entity,Individual Reporting,http://www.emmausjimboomba.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,Prep-12,Major Cities,1026.0,58.0,18.0,42.0,31.0,9.0,98.0,96.2,60.0,48.3,1527.0,775.0,752.0,1527.0,3.0,3.0,97.0,0.0
Emmaus College,,VERMONT SOUTH,61,40,2,Y,,,,308,226,19,< 4,73.1,100,28,6,84,I/D,31,9.8,-,EMMAUS COLLEGE,47901,54048.0,14048.0,47901,Emmaus College,PARK AVENUE,QLD,4701,Catholic,Secondary,0,School Head Campus,-23.349661,150.522518,1,Inner Regional,30563182100,30803121401,308031214,Park Avenue,30803,Rockhampton,308,Central Queensland,36370,Rockhampton,30073,Rockhampton,305,Capricornia,2024,47901,54048.0,14048.0,Emmaus College,Park Avenue,QLD,4701,Catholic,Secondary,School Head Campus,Rolled Reporting,http://www.emmaus.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,7-12,Inner Regional,997.0,45.0,28.0,36.0,24.0,12.0,111.0,103.3,96.0,66.7,1323.0,662.0,661.0,1323.0,11.0,6.0,86.0,8.0
Epping Secondary College,,EPPING,51,28,-,Y,Y,,,252,184,-,-,61.6,98,53,-,83,-,28,5.2,17,EPPING SECONDARY COLLEGE,45384,46254.0,6254.0,45384,Epping Secondary College,EPPING,VIC,3076,Government,Secondary,0,School Single Entity,-37.64428686,145.03283433,0,Major Cities,20619010000,20904143117,209041431,Epping - East,20904,Whittlesea - Wallan,209,Melbourne - North East,27070,Whittlesea,25002,Mill Park (North-Eastern Metropolitan),237,Scullin,2024,45384,46254.0,6254.0,Epping Secondary College,Epping,VIC,3076,Government,Secondary,School Single Entity,Individual Reporting,http://www.eppingsc.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,7-12,Major Cities,957.0,27.0,51.0,30.0,14.0,4.0,104.0,89.9,47.0,34.7,1047.0,492.0,555.0,1045.9,4.0,48.0,52.0,0.0
Essendon Keilor College,,ESSENDON,32,25,-,Y,Y,,,132,96,9,-,64.8,97,35,< 4,71,-,26,2.3,< 4,ESSENDON KEILOR COLLEGE,45543,56383.0,16383.0,45543,Essendon Keilor College,KEILOR EAST,VIC,3033,Government,Secondary,0,School Head Campus,-37.744074,144.868237,0,Major Cities,20455080000,21001153404,210011534,Keilor East,21001,Keilor,210,Melbourne - North West,25060,Moonee Valley,26107,Niddrie (Western Metropolitan),231,Maribyrnong,2024,45543,56383.0,16383.0,Essendon Keilor College,Keilor East,VIC,3033,Government,Secondary,School Head Campus,Rolled Reporting,http://www.ekc.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,7-12,Major Cities,1007.0,50.0,33.0,32.0,23.0,11.0,78.0,66.6,42.0,28.2,670.0,312.0,358.0,670.0,3.0,39.0,60.0,1.0
Euroa Secondary College,,EUROA,36,29,-,Y,,,,95,106,6,-,38.5,90,9,-,82,-,26,2.8,-,EUROA SECONDARY COLLEGE,45385,51527.0,11527.0,45385,Euroa Secondary College,EUROA,VIC,3666,Government,Secondary,0,School Single Entity,-36.758203,145.5648,1,Inner Regional,20557790000,20401105511,204011055,Euroa,20401,Upper Goulburn Valley,204,Hume,26430,Strathbogie,22704,Euroa (Northern Victoria),223,Indi,2024,45385,51527.0,11527.0,Euroa Secondary College,Euroa,VIC,3666,Government,Secondary,School Single Entity,Individual Reporting,http://www.euroasc.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,7-12,Inner Regional,964.0,30.0,49.0,31.0,14.0,6.0,38.0,29.3,24.0,15.4,273.0,140.0,133.0,271.7,5.0,3.0,96.0,1.0
Fairhills High School,,KNOXFIELD,36,25,4,Y,,,,70,63,5,< 4,55.6,93,14,< 4,89,I/D,26,0,-,FAIRHILLS HIGH SCHOOL,45386,49021.0,9021.0,45386,Fairhills High School,KNOXFIELD,VIC,3180,Government,Secondary,0,School Single Entity,-37.87289402,145.25755674,0,Major Cities,20337440000,21101144729,211011447,Ferntree Gully - North,21101,Knox,211,Melbourne - Outer East,23670,Knox,20402,Bayswater (North-Eastern Metropolitan),201,Aston,2024,45386,49021.0,9021.0,Fairhills High School,Knoxfield,VIC,3180,Government,Secondary,School Single Entity,Individual Reporting,http://www.fairhillshs.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,7-12,Major Cities,987.0,41.0,44.0,29.0,18.0,8.0,40.0,35.2,30.0,18.1,379.0,173.0,206.0,377.2,2.0,20.0,77.0,4.0
Firbank Grammar School,,BRIGHTON,37,9,-,,,,,213,17,-,-,100,100,-,17,100,-,34,19.2,-,FIRBANK GRAMMAR SCHOOL,46164,44217.0,4217.0,46164,Firbank Grammar School,BRIGHTON,VIC,3186,Independent,Combined,0,School Head Campus,-37.906118,144.996936,0,Major Cities,20043330000,20801116950,208011169,Brighton (Vic.),20801,Bayside,208,Melbourne - Inner South,20910,Bayside (Vic.),21206,Brighton (Southern Metropolitan),217,Goldstein,2024,46164,44217.0,4217.0,Firbank Grammar School,Brighton,VIC,3186,Independent,Combined,School Head Campus,Rolled Reporting,http://www.firbank.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1149.0,95.0,2.0,11.0,27.0,60.0,140.0,119.1,151.0,61.4,1033.0,954.0,79.0,1032.5,1.0,29.0,71.0,0.0
Fitzroy High School,,FITZROY NORTH,56,27,2,Y,Y,,,130,58,4,< 4,73.7,93,6,-,62,I/D,28,3.7,< 4,FITZROY HIGH SCHOOL,45517,62781.0,22781.0,45517,Fitzroy High School,FITZROY NORTH,VIC,3068,Government,Secondary,0,School Single Entity,-37.784911,144.987476,0,Major Cities,20637940000,20607114326,206071143,Fitzroy North,20607,Yarra,206,Melbourne - Inner,27350,Yarra,21403,Brunswick (Northern Metropolitan),233,Melbourne,2024,45517,62781.0,22781.0,Fitzroy High School,Fitzroy North,VIC,3068,Government,Secondary,School Head Campus,Individual Reporting,http://www.fitzroyhs.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,7-12,Major Cities,1097.0,83.0,12.0,16.0,27.0,45.0,62.0,48.8,27.0,19.9,491.0,240.0,251.0,490.6,3.0,27.0,71.0,3.0
Forest Hill College,,BURWOOD EAST,44,20,2,Y,,,,133,83,-,< 4,58.1,94,15,-,87,I/D,29,2.1,-,FOREST HILL COLLEGE,45508,54850.0,14850.0,45508,Forest Hill College,BURWOOD EAST,VIC,3151,Government,Secondary,0,School Head Campus,-37.847965,145.163859,0,Major Cities,20601200000,20703116622,207031166,Burwood East,20703,Whitehorse - West,207,Melbourne - Inner East,26980,Whitehorse,23402,Glen Waverley (North-Eastern Metropolitan),207,Chisholm,2024,45508,54850.0,14850.0,Forest Hill College,Burwood East,VIC,3151,Government,Secondary,School Head Campus,Rolled Reporting,http://www.fhc.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,7-12,Major Cities,1046.0,67.0,21.0,25.0,29.0,25.0,45.0,41.9,44.0,20.2,469.0,199.0,270.0,469.0,1.0,34.0,64.0,2.0
Foster Secondary College,,FOSTER,36,24,-,Y,,,,54,59,14,-,45.2,90,7,-,64,-,30,3,-,FOSTER SECONDARY COLLEGE,45389,54792.0,14792.0,45389,Foster Secondary College,FOSTER,VIC,3960,Government,Secondary,0,School Single Entity,-38.651737,146.197413,1,Inner Regional,20631989840,20503108706,205031087,Foster,20503,Gippsland - South West,205,Latrobe - Gippsland,26170,South Gippsland,23301,Gippsland South (Eastern Victoria),235,Monash,2024,45389,54792.0,14792.0,Foster Secondary College,Foster,VIC,3960,Government,Secondary,School Single Entity,Individual Reporting,http://www.sgsc.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,7-12,Inner Regional,1008.0,51.0,30.0,32.0,24.0,14.0,33.0,27.1,18.0,12.3,263.0,121.0,142.0,262.2,3.0,5.0,93.0,2.0
Frankston High School,,FRANKSTON,80,35,2,Y,Y,,,490,212,5,< 4,69.2,99,16,14,84,I/D,31,9.6,-,FRANKSTON HIGH SCHOOL,45390,68484.0,28484.0,45390,Frankston High School,FRANKSTON,VIC,3199,Government,Secondary,0,School Head Campus,-38.16056162,145.1284347,0,Major Cities,20171500000,21401137115,214011371,Frankston,21401,Frankston,214,Mornington Peninsula,22170,Frankston,23005,Frankston (South-Eastern Metropolitan),212,Dunkley,2024,45390,68484.0,28484.0,Frankston High School,Frankston,VIC,3199,Government,Secondary,School Head Campus,Rolled Reporting,http://www.fhs.vic.edu.au/,Department of Education and Training Victoria,https://www.education.vic.gov.au/,7-12,Major Cities,1070.0,76.0,13.0,27.0,32.0,27.0,181.0,152.2,92.0,54.0,1966.0,941.0,1025.0,1965.2,1.0,22.0,77.0,1.0
