OBJECTID,Statistical Areas Level 2 2021 code,Statistical Areas Level 2 2021 name,Area in square kilometres,Uniform Resource Identifier,Personal income: Employee income earners (no.) (Data year: 2020),Personal income: Employee income earners: Median age (years) (Data year: 2020),Personal income: Total employee income ($m) (Data year: 2020),Personal income: Median employee income ($) (Data year: 2020),Personal income: Mean employee income ($) (Data year: 2020),Personal income: Employee income as main source of income (%) (Data year: 2020),Personal income: Own unincorporated business income earners (no.) (Data year: 2020),Personal income: Own unincorporated business income earners: Median age (years) (Data year: 2020),Personal income: Total own unincorporated business income ($m) (Data year: 2020),Personal income: Median own unincorporated business income ($) (Data year: 2020),Personal income: Mean own unincorporated business income ($) (Data year: 2020),Personal income: Own unincorporated business income as main source of income (%) (Data year: 2020),Personal income: Investment income earners (no.) (Data year: 2020),Personal income: Investment income earners: Median age (years) (Data year: 2020),Personal income: Total investment income ($m) (Data year: 2020),Personal income: Median investment income ($) (Data year: 2020),Personal income: Mean investment income ($) (Data year: 2020),Personal income: Investment income as main source of income (%) (Data year: 2020),Personal income: Superannuation and annuity income earners (no.) (Data year: 2020),Personal income: Superannuation and annuity income earners: Median age (years) (Data year: 2020),Personal income: Total superannuation and annuity income ($m) (Data year: 2020),Personal income: Median superannuation and annuity income ($) (Data year: 2020),Personal income: Mean superannuation and annuity income ($) (Data year: 2020),Personal income: Superannuation and annuity income as main source of income (%) (Data year: 2020),Personal income: Total income earners (excl. Government pensions and allowances)(no.) (Data year: 2020),Personal income: Total income earners (excl. Government pensions and allowances): Median age (years) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances) ($m) (Data year: 2020),Personal income: Median total income (excl. Government pensions and allowances) ($) (Data year: 2020),Personal income: Mean total income (excl. Government pensions and allowances) ($) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): p80/P20 ratio (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): p80/P50 ratio (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): p20/P50 ratio (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): p10/P50 ratio (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Gini coefficient (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Income share of top 1% of earners (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Income share of top 5% of earners (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Income share of top 10% of earners (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Lowest Quartile (%) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Second Quartile (%) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Third Quartile (%) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Highest Quartile (%) (Data year: 2020),Persons who reported gross capital gains (no.) (Data year: 2022),Total value of gross capital gains ($m) (Data year: 2022),Median value of gross capital gains ($) (Data year: 2022),Mean value of gross capital gains ($) (Data year: 2022),Total personal income: Persons earning $1-$499 per week (%) (Data year: 2021),Total personal income: Persons earning $500-$999 per week (%) (Data year: 2021),Total personal income: Persons earning $1000-$1999 per week (%) (Data year: 2021),Total personal income: Persons earning $2000-$2999 per week (%) (Data year: 2021),Total personal income: Persons earning $3000 or more per week (%) (Data year: 2021),Total personal income: Persons earning nil income (%) (Data year: 2021),Total personal income: Persons with a negative income (%) (Data year: 2021),Total personal income: Income inadequately described/not stated (%) (Data year: 2021),Median equivalised total household income (weekly) ($) (Data year: 2021),Equivalised total household income: $1-$499 per week (%) (Data year: 2021),Equivalised total household income: $500-$999 per week (%) (Data year: 2021),Equivalised total household income: $1000-$1999 per week (%) (Data year: 2021),Equivalised total household income: $2000-$2999 per week (%) (Data year: 2021),Equivalised total household income: $3000 or more per week (%) (Data year: 2021),Equivalised total household income: Nil income (%) (Data year: 2021),Equivalised total household income: Partial income stated (%) (Data year: 2021),Equivalised total household income: All incomes not stated (%) (Data year: 2021),globalid,Shape__Area,Shape__Length
1038,212051568,Clayton - Central,4.1819,https://linked.data.gov.au/dataset/asgsed3/SA2/212051568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707,14.9,1590,21008,22.1,25.6,24.7,4.7,1.5,11.7,0.7,8.9,1016,15.8,26.2,37.7,7.4,2.3,3.8,5.4,1.5,e8c55239-33b4-4115-9d26-36ae63883891,0.000428491363436478,0.0928888929799388
895,209041433,Epping (Vic.) - West,7.3573,https://linked.data.gov.au/dataset/asgsed3/SA2/209041433,5942,37,346.6,53857,58332,83.1,1024,37,19.8,15828,19316,10,3656,38,9.4,19,2563,5.8,71,52,1.9,13636,27319,0.8,6430,37,366.1,51111,56938,3.83,1.67,0.44,0.22,0.387,4.3,14.8,25.2,22.8,28.5,29.9,18.7,404,33.8,2331,83779,21.5,23.4,30.1,5.5,1.7,11.9,1.1,4.8,1016,14.1,30.6,40.4,7.3,0.8,1.6,3.8,1.3,16c5c546-1167-43aa-90ae-3e054b2cd2fa,0.000750992758185021,0.117609071486286
932,210051247,Meadow Heights,4.6252,https://linked.data.gov.au/dataset/asgsed3/SA2/210051247,5355,34,242.1,42541,45219,77.8,1168,39,22.4,15694,19158,14.2,2638,38,7,30,2645,6.4,73,44,1.3,9993,18000,0.9,5899,36,260.3,40034,44121,4.23,1.7,0.4,0.18,0.4,4,14.6,25.1,32.1,32.2,26.8,9,232,7.5,1174,32346,36.9,21.5,15.7,1.7,0.6,12.1,2.1,9.4,657,29.8,34.8,21.7,2,0.6,3.3,4.9,2.8,7cf36cb2-9b49-405d-b997-c674a385bc95,0.000472232925403659,0.0869102287179568
1075,213041574,Fraser Rise - Plumpton,58.7312,https://linked.data.gov.au/dataset/asgsed3/SA2/213041574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,18.4,1654,42698,16.4,21.2,35.6,8.2,2.3,10.7,0.9,4.9,1203,9.2,24.6,47,11,2.3,1,3.7,1.2,5b3c65da-f8a6-4715-aafa-bbc50d771c33,0.00599924384960104,0.458268390749005
1087,213051468,Werribee - West,127.6631,https://linked.data.gov.au/dataset/asgsed3/SA2/213051468,10726,35,664.2,56065,61921,85.4,1387,37,22.3,10457,16077,6.4,6645,38,28.5,29,4282,6.7,207,58,5.2,20535,25080,1.1,11263,36,692.8,54788,61509,3.91,1.68,0.43,0.22,0.392,4.6,15.2,25.6,21.1,26.3,30.1,22.5,990,51.9,1595,52375,18.1,22.8,31.6,7.3,2.6,10.2,0.8,6.5,1133,11.8,26.2,42.3,9.8,2.5,1.5,4.1,1.7,3186d4d7-f9ad-476e-9e71-0b30cbe9e9a0,0.0130809319921354,0.651235476891498
989,212011551,Pakenham - South East,30.9414,https://linked.data.gov.au/dataset/asgsed3/SA2/212011551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,7.1,1514,36203,25.6,29.2,23.7,2.8,0.9,7.9,1,9,803,21.4,34.8,30.8,3.2,0.9,1.9,3.7,3.1,6770f611-5494-4f20-8d9b-c495fef74a2e,0.00317771983873172,0.250770399876762
646,201011002,Ballarat,12.3787,https://linked.data.gov.au/dataset/asgsed3/SA2/201011002,6501,42,436.6,53098,67159,69.8,1091,51,52.2,10198,47890,6.5,5815,50,124,571,21328,21.8,184,59,4.1,14903,22042,1.2,7650,47,601.1,53784,78572,6.01,2.05,0.34,0.13,0.531,11.5,26.8,38.2,25.7,23.1,21,30.2,1207,80.7,4184,66849,22.7,22.4,25.7,7.7,7.2,6.6,0.6,7.1,1092,14.9,26.9,32.7,11.6,7,1.5,3.9,1.2,e0ff9074-7719-41cb-81fd-eadc192c1d5a,0.00126226185147971,0.169338870757172
683,203021037,Belmont,9.3677,https://linked.data.gov.au/dataset/asgsed3/SA2/203021037,7846,36,460.8,51350,58736,78.2,1189,39,24.3,10190,20426,6.5,5963,42,37.5,114,6291,13.4,209,60,5.1,17573,24400,1.4,8728,39,506.1,49738,57985,4.84,1.81,0.37,0.15,0.428,5.4,16.6,27.3,25.5,27.1,25.8,21.5,944,29.9,1959,31703,24.1,25.2,28,7,2.9,5.8,0.5,6.5,1001,16.7,29.2,35.9,9,2.6,1.4,3.7,1.8,c55c6426-9366-4a70-a7d0-7cfa885ae72a,0.000963237815994944,0.153963851568603
732,205021082,Bruthen - Omeo,7377.4172,https://linked.data.gov.au/dataset/asgsed3/SA2/205021082,3949,43,203.7,45267,51571,70.5,1425,56,12.8,5853,8982,13.8,3066,53,19.7,219,6436,13.7,118,59,3.2,16863,26944,1.5,4784,49,229.6,41805,47983,5.39,1.85,0.34,0.09,0.479,4.9,17.1,28.7,30.6,29.9,24.5,15,525,24.8,4231,47225,28,26.9,22.9,3.4,2,5.7,1,10,838,20.4,32.8,29.6,4.1,2.1,1.8,6.3,2.9,da302735-a39d-43da-9af4-9b14549c299a,0.749958482938837,6.44084522678775
981,211051285,Wandin - Seville,111.7555,https://linked.data.gov.au/dataset/asgsed3/SA2/211051285,4501,40,261.4,50874,58075,75.6,940,49,21.6,12522,22928,9.3,3479,46,47,150,13522,13.6,74,59,2.1,12297,28572,0.7,5052,44,318.5,52736,63043,4.25,1.74,0.41,0.2,0.441,7.7,19.5,30,23.2,26.4,27.8,22.6,466,33.7,3159,72358,21.9,24.3,30.2,6.6,3.6,7.5,0.7,5.2,1127,11.3,26.8,39.8,9,3.9,1.5,5.4,2.3,b1bcff9b-2ed0-457c-ade6-7064091ba510,0.0114266104210401,0.695117388795252
1081,213051362,Hoppers Crossing - South,7.0114,https://linked.data.gov.au/dataset/asgsed3/SA2/213051362,10087,37,546.8,48962,54210,82.5,1477,37,22.9,10292,15497,7.4,6263,42,16.3,36,2599,7.9,249,60,7.1,24092,28593,1.5,10746,39,565.8,46594,52649,4.45,1.74,0.39,0.17,0.421,4.8,16,26.9,27.6,28.8,27.3,16.3,680,19.4,2330,28601,26.5,24.4,23.4,4.6,1.5,11.2,1,7.4,876,18.8,33.1,32.5,5.8,1.3,2.2,4.6,1.8,4dd1a644-093d-4be3-9a32-1536959e8af2,0.000717911128504056,0.125295568752908
740,205031090,Leongatha,801.0085,https://linked.data.gov.au/dataset/asgsed3/SA2/205031090,5071,42,277,46679,54634,66.2,1803,54,40.1,11676,22215,14.5,4659,52,43,296,9231,17.3,141,59,3.7,17733,26086,1.3,6500,48,352.4,44669,54217,5.69,1.93,0.34,0.13,0.471,5.8,18.4,29.8,29.4,27.7,23.7,19.2,913,40,4146,43848,28.5,25.7,23.3,5,2.6,6.4,0.8,7.6,844,21.1,31.1,29.8,5.6,2.3,1.9,4.9,3,c5945314-f9b3-402e-80bf-96d2ee7d3591,0.0826650771400637,2.52583038245939
689,203021045,Newcomb - Moolap,43.2941,https://linked.data.gov.au/dataset/asgsed3/SA2/203021045,7500,39,384,47630,51203,81.4,917,45,16.9,10005,18408,5.8,4856,46,25.3,74,5202,10.6,216,59,5.1,13103,23696,1.7,8094,42,414.8,46478,51243,4.16,1.65,0.4,0.17,0.402,4.7,15.5,25.9,26.1,30.6,29.5,13.8,644,43.8,1832,68047,30.1,27.7,22,3.1,1.1,5.8,0.7,9.5,783,23.3,34.7,28.6,3.9,1.1,1.5,3.8,3.2,67d05857-94f0-4914-a199-18c442c4b5ed,0.00445159633136427,0.341171229355776
949,211011259,Wantirna,8.3064,https://linked.data.gov.au/dataset/asgsed3/SA2/211011259,7551,40,482.3,54515,63878,75.6,1013,44,22.3,10670,22058,5.9,6648,46,33.4,212,5023,16.5,182,63,4.7,20091,25861,1.2,8781,44,519.8,49487,59196,5.54,1.88,0.34,0.12,0.455,5.2,17.4,29,27.9,24.9,24.3,22.8,1237,42.8,2383,34619,23.8,22.3,26.2,7.1,4,10.6,0.5,5.5,1071,15.2,26.5,38,10,3,2,3.8,1.3,6f228c9d-6abc-4730-8349-3acb76b4f149,0.000850330761750229,0.152024364647038
878,209021526,Reservoir - South West,5.6247,https://linked.data.gov.au/dataset/asgsed3/SA2/209021526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814,24.3,1202,29807,22.2,22.3,29.2,8.6,3.4,7.7,0.7,6,1121,16.1,24.3,37.7,11.6,3.7,1.8,3.4,1.4,8f999e5c-65b3-4bed-b43e-ea649aae0f02,0.00057482264128339,0.114719611755078
1874,407021156,Penola,1514.3964,https://linked.data.gov.au/dataset/asgsed3/SA2/407021156,1602,42,77.3,44719,48251,71.2,536,56,17.8,13019,33181,14.7,1229,51,15.4,302,12524,12.4,41,58,1.1,10000,26992,1.2,1854,47,107.8,48380,58158,4.68,1.72,0.37,0.14,0.474,7.7,21.7,32.5,25.6,29,27.7,17.6,193,12.6,4852,65262,24.8,25.8,26,3.6,3.2,5.6,1.3,9.8,866,20.3,31.2,28.3,4.8,3.5,1.9,6.1,2.9,5fe8248c-801c-4546-b083-56aa03932175,0.154087837485349,1.64967319865626
1164,217041478,Moyne - West,2037.7626,https://linked.data.gov.au/dataset/asgsed3/SA2/217041478,4746,42,254,47044,53515,66,1624,55,54,14892,33256,15.5,4244,51,46.4,306,10930,16.8,108,59,2.5,17273,23226,0.9,5944,48,344.8,46843,58003,5.25,1.85,0.35,0.13,0.479,8,21,32,28.1,26.9,25.4,19.6,740,42.1,4157,56896,24.9,25.5,26.2,5.2,3.1,5.6,0.9,8.7,954,17.4,30.1,33.4,6.4,3.4,1.1,5.6,2.7,e3e70b10-404c-4ada-afc0-0633de746481,0.209461979929983,2.83112190733639
832,207031166,Burwood East,4.2629,https://linked.data.gov.au/dataset/asgsed3/SA2/207031166,5364,38,316.5,48166,59002,72.5,890,41,18.5,11382,20745,7.3,4903,45,34.4,272,7022,18,110,70,2.9,22964,26481,1.2,6344,42,355.6,42228,56048,6.24,2.08,0.33,0.12,0.496,7.2,20.4,32.5,32.7,25.5,21.8,19.9,1053,29.8,2498,28257,27.1,22.6,23.6,6.8,3.7,11.4,0.8,4.1,972,18.1,27.4,33.7,9,3.2,3.2,4.4,1.4,4f94a91b-e8ec-4ce3-abf8-c435203f139d,0.000436349532265012,0.103781328415986
855,208031188,Highett (East) - Cheltenham ,8.7376,https://linked.data.gov.au/dataset/asgsed3/SA2/208031188,13131,39,935.1,60797,71211,77.7,1938,43,41.3,11450,21300,6.7,10829,44,75.3,181,6955,13.7,315,65,8.6,19911,27201,1.2,14780,42,1016,56743,68743,4.86,1.83,0.38,0.16,0.445,6.5,18.5,29.6,23,23.1,26,27.9,2036,55.8,1888,27397,22.2,19.9,28.6,9.9,6,7.3,0.4,5.5,1214,14.7,22.4,36,14.7,5.3,1.8,3.4,1.7,0ca66d3a-ba25-40f0-9690-a721038892c1,0.000895705288257886,0.155957232827217
191,109031183,Deniliquin Surrounds,18337.9454,https://linked.data.gov.au/dataset/asgsed3/SA2/109031183,2572,43,118.5,40266,46068,63.6,1116,55,0.9,2424,815,14.4,2297,53,24.2,509,10514,20,71,58,1.5,11644,21567,0.9,3345,49,139.2,36147,41610,7.9,1.97,0.25,0.04,0.624,7.7,22.1,34.9,37.7,27.6,23,11.6,479,49.2,6419,102694,28.4,25,21.6,3.1,2.6,6.4,1.4,11.5,771,23,33,25.4,3.5,3.2,2.4,5.4,3.9,5e9ac90e-17c8-4c31-8129-a31779a23aa7,1.81746082967675,10.5548017187878
1118,215011387,Ararat Surrounds,4023.1983,https://linked.data.gov.au/dataset/asgsed3/SA2/215011387,1383,43,66.2,42932,47883,58.6,777,55,31.7,16930,40749,23,1389,53,15.1,634,10903,16.6,44,56,1.2,24634,27960,1.4,1876,50,111.8,47026,59581,5.57,1.94,0.35,0.11,0.517,8.1,22.4,34.3,29.2,26.1,23.8,20.9,220,17.5,4315,79489,27.6,24.5,24.5,4.9,2.7,4.9,0.8,10.1,891,19.6,30.1,30,6.2,3.2,1.7,5.7,3.2,d4a0c532-18e1-42d9-867c-d640e13329bb,0.409890650463694,4.53429108257724
1041,213011331,Delahey,3.5055,https://linked.data.gov.au/dataset/asgsed3/SA2/213011331,4212,38,224.3,49932,53262,86.1,529,41,9.3,12268,17575,7,2576,41,4.9,44,1909,5.3,60,58,1.6,10072,26787,0.8,4434,39,232.6,48822,52447,3.83,1.61,0.42,0.2,0.383,4.5,14.6,24.7,24.8,30.1,31.1,14,254,9.2,1915,36349,28.4,23.8,23.9,3.2,0.7,11.7,1.5,6.8,850,22.3,30,32.5,4.9,0.6,3,4.9,2,79180fc3-a65f-40bd-96b8-4f5cac64d4de,0.000358231016889476,0.0793787256091376
803,206071141,Collingwood,1.2669,https://linked.data.gov.au/dataset/asgsed3/SA2/206071141,6605,32,499.2,64610,75579,85,1080,35,27.7,10336,25678,7.4,4457,34,27.9,107,6253,6.4,96,45,2.3,12528,23668,0.6,6410,33,511,67156,79724,4.25,1.76,0.41,0.2,0.427,6.2,18.2,29,18.3,20,27,34.7,1008,45.6,1255,45212,15.9,14.9,32.4,15.1,9.7,4.2,0.4,7.4,1693,14.3,12.3,30.1,20.8,15.5,1.8,3.6,1.5,68338b28-d53c-4a9a-9dd0-d1147b62ab8e,0.000129622208532965,0.0466127985899184
1018,212041312,Dandenong North,9.459,https://linked.data.gov.au/dataset/asgsed3/SA2/212041312,10735,37,557.8,47545,51964,78.8,2076,38,38.4,14171,18495,10.4,7085,42,27.3,53,3855,9.3,193,54,4.6,10000,23648,1,11790,39,597.2,45310,50653,4.08,1.69,0.41,0.19,0.411,5.1,16.1,26.7,26.9,31.6,27.6,13.9,941,40.1,1752,42650,28.1,23.7,22.7,3.5,1.2,11.4,1.2,8.2,830,21.7,32.2,30.2,5,1.1,2.8,4.8,2.3,6ef8200e-2c5b-4c79-9c20-7d96cf418cd3,0.000969593602803798,0.151589548460143
1024,212041460,Noble Park - West,4.7946,https://linked.data.gov.au/dataset/asgsed3/SA2/212041460,10326,34,470.1,42798,45526,84,1536,35,26.9,12131,17492,8,5774,37,10.6,32,1839,6.8,141,55,2.4,8988,17192,0.7,10813,36,490.3,42014,45340,4.17,1.64,0.39,0.18,0.397,4.1,14.7,25.3,30.3,33.3,26.4,10,660,14.8,1534,22486,28.6,27.3,20.7,2.3,0.7,12.9,1.1,6.5,798,22.9,33.9,29.8,3.4,0.8,2.9,4.6,1.6,329edc54-200b-4819-892c-9c27b11d29f9,0.000491542465624661,0.123223534694553
1141,216011409,Rochester,351.6446,https://linked.data.gov.au/dataset/asgsed3/SA2/216011409,1800,42,92.8,46586,51576,70.1,523,54,9.9,6667,18855,11.2,1544,52,11.6,237,7537,17.4,42,55,1.5,14528,36028,1.1,2229,48,111.6,42969,50076,6.21,1.93,0.31,0.09,0.478,5.5,17.6,29,31.7,27.2,24.2,16.9,206,5.3,4134,25952,31.1,25.1,21.4,3.5,1.6,6,0.8,10.3,757,24.8,31,28.1,4.3,1.4,1.7,4.7,3.8,f4649661-b16b-4184-a356-fe8f769d9054,0.0352966652676514,0.836636579863578
1072,213041571,Brookfield,10.6929,https://linked.data.gov.au/dataset/asgsed3/SA2/213041571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,6.1,4228,24067,23.1,25.4,26.1,5.1,1.4,11.2,1.5,6.3,897,17.2,34.3,33.5,5.9,0.9,1.8,4.5,1.9,4f29d822-d020-4663-9dbf-e4365d898c52,0.00109243406132009,0.161242628922571
826,207021425,Doncaster East - South,4.7684,https://linked.data.gov.au/dataset/asgsed3/SA2/207021425,7158,40,455.4,51863,63623,69.8,1210,43,26.2,11857,21637,7.3,6915,44,48.3,317,6978,21.1,123,69,3.4,22776,27334,1,8831,43,513.8,43713,58178,6.98,2.12,0.3,0.1,0.508,6.9,20.5,32.7,32.4,24.7,20.4,22.5,1337,46.3,2649,34632,25.9,20.7,23.5,7.5,4.9,12.1,0.7,4.6,979,17.7,27.3,32.6,9.3,4.4,3.1,4.2,1.4,18845d71-6e88-42cf-9a7a-f4b613a3b268,0.000487783509925066,0.102433645156582
995,212021453,Endeavour Hills - North,14.4746,https://linked.data.gov.au/dataset/asgsed3/SA2/212021453,6030,39,356.8,52068,59177,78.3,1088,42,21.9,13778,20123,9.4,4401,44,24.2,61,5497,10.9,83,59,2.1,18256,25265,0.8,6747,42,386.2,49393,57234,4.09,1.73,0.42,0.2,0.416,5.6,16.9,27.5,24,29.4,28,18.6,588,20.6,2524,35087,26.6,21.6,26.1,5.3,2,11.3,0.8,6.3,981,16.2,29.1,35.8,7.9,1.8,2.3,5.3,1.4,72624242-6765-4bab-94d1-fe17886f1e4e,0.00148389283822326,0.174471383664432
1095,213051586,Truganina - North,17.5191,https://linked.data.gov.au/dataset/asgsed3/SA2/213051586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,7.8,1502,18725,9.6,21.3,29.3,6.6,2.2,10.3,0.6,20,1225,6.5,25.2,47.7,9.8,2.8,1.1,5.5,1.1,9ba6ece9-fe70-4a69-a2c0-b2348c5ca2b0,0.00179282170529405,0.190685911961877
849,208021427,Bentleigh East - South,4.5882,https://linked.data.gov.au/dataset/asgsed3/SA2/208021427,7311,41,547.9,61424,74941,76.1,1219,45,30.5,13220,24995,7.5,6192,45,52.6,235,8499,14.6,166,62,4.1,18402,24485,1.1,8258,44,604.9,58178,73245,5.17,1.94,0.38,0.17,0.455,6.2,18.7,30.2,22.6,22.7,23.8,31,1198,61.4,1927,51235,21.7,19.1,26.7,11,7.9,8.8,0.6,4.2,1281,12.5,21.2,36.2,16,6.8,2.1,3.8,1.3,8739da23-e7c0-48a9-8223-7db26e7c9ff4,0.000470165490241925,0.093220103803851
972,211051276,Healesville - Yarra Glen,369.5236,https://linked.data.gov.au/dataset/asgsed3/SA2/211051276,7115,42,410.4,49216,57684,73.6,1502,51,27.6,10840,18356,9.8,5399,49,54.7,148,10135,14.4,180,60,5.3,16672,29507,1.3,8136,47,475.5,47636,58442,4.74,1.85,0.39,0.16,0.454,6.7,19,30,26.1,28.3,25.3,20.2,901,39,3285,43240,25.6,25.1,25.1,5.7,3.3,6.7,0.7,7.7,980,16.8,29.4,34.7,7.9,2.8,1.4,4.7,2.2,a763a596-5109-4c54-91ff-0930ef44031d,0.0377151089242034,1.36602930060907
185,109021177,Hay,13922.8975,https://linked.data.gov.au/dataset/asgsed3/SA2/109021177,1469,42,72.1,44986,49072,73.3,418,55,5.6,8327,13357,12,1107,52,5.7,294,5189,13,32,55,0.8,11602,25571,1.4,1683,48,81,45192,48112,5.71,1.74,0.31,0.1,0.489,4.3,16.3,27.8,30.3,27.1,27.8,14.8,162,20.5,2509,126597,24.9,24.3,22.7,4.1,2.4,6.1,1.9,14,804,21.7,27.9,26.8,5.3,2.6,2.1,8.6,4.5,5e445eea-1831-4c4f-89a7-370f43d9ea20,1.36110783837603,8.46809812254733
955,211021261,Donvale - Park Orchards,20.8028,https://linked.data.gov.au/dataset/asgsed3/SA2/211021261,8461,43,642.6,54200,75945,66.2,1361,50,42.8,11565,31442,6.3,8511,49,161.4,836,18958,25.2,203,69,6.6,25017,32363,1.2,10466,48,816.5,52567,78019,6.72,2.2,0.33,0.12,0.537,10,25.3,37.6,27.4,22.4,19.8,30.4,1834,107.4,3299,58572,23.4,18.7,23.8,8.9,9.5,10.7,0.6,4.4,1290,11.6,21.9,32.7,16.2,8.4,2.6,5.1,1.5,2a87286a-2513-43f0-9d6a-f8b4e80ef119,0.00212767433458794,0.269053011279066
872,209021205,Kingsbury,9.0094,https://linked.data.gov.au/dataset/asgsed3/SA2/209021205,5866,34,340,43867,57962,78.6,908,37,17,9400,18746,7,4409,41,34.1,101,7735,12.5,94,59,2.9,20600,30799,1,6219,38,374.7,44240,60250,5.96,2.08,0.35,0.14,0.502,8.2,22,34,30.9,26.1,20.9,22.2,742,60,2491,80869,25.7,22,22.9,6.6,4.5,11.1,0.6,6.6,1055,15.8,26.1,33.4,11.1,4.8,2.8,4.6,1.3,39662c1b-fb9e-4eb4-9e88-ff316e873dba,0.000920585473522806,0.174782078809527
657,201021011,Daylesford,920.7579,https://linked.data.gov.au/dataset/asgsed3/SA2/201021011,4218,47,249,46905,59038,62.7,1581,54,27.7,10236,17492,16,3871,54,42.4,312,10958,18.2,165,60,5.3,18741,32203,1.8,5512,51,309.1,41806,56076,6.2,2.06,0.33,0.1,0.521,8.9,22.7,34.7,32,27.3,21.5,19.2,795,48.7,6134,61295,27,24.1,21.5,5.7,5,6.1,0.8,9.7,902,20.8,29,28.5,7.3,5.9,1.8,4.6,2.1,d109e7f9-afb4-4cbc-b863-8a1421520108,0.0935956182806876,1.96521874168967
1001,212031300,Cranbourne,13.027,https://linked.data.gov.au/dataset/asgsed3/SA2/212031300,10681,37,552.3,49241,51706,84.6,1555,38,31.5,14379,20256,8.3,5842,40,12,23,2054,5.6,181,55,3.6,10000,19780,1,11059,38,568.5,48306,51410,3.59,1.58,0.44,0.21,0.379,4,14.3,24.3,23.6,31.7,31.2,13.4,653,21.2,1880,32529,23.5,26.7,25.7,3.1,0.9,10.3,0.9,8.9,895,17.4,33.8,35,3.7,0.8,1.9,5.1,2.3,0761f4d0-4aab-41f9-b778-d536ee06ce9a,0.00133812283593215,0.181565880296861
918,210031439,Gowanbrae,1.5225,https://linked.data.gov.au/dataset/asgsed3/SA2/210031439,1694,41,123.2,64614,72704,79.7,242,43,4.3,9958,17762,5.9,1326,44,8.4,100,6324,12.7,44,60,1.3,16448,28536,1.3,1864,43,130.2,59771,69837,4.53,1.79,0.4,0.19,0.42,4.8,16.5,27.6,21,23,27.7,28.3,227,5,2397,22229,20.7,19.4,29.9,10.3,5.2,9.7,0.8,3.7,1227,11.9,23.2,38.5,15.6,4.8,1.7,3.5,1.5,f8ac3e38-ab61-4b0d-a892-4385cf5a30cb,0.000155571369305108,0.0648252706278272
669,202011023,Maiden Gully,42.9757,https://linked.data.gov.au/dataset/asgsed3/SA2/202011023,3043,41,185.7,55752,61016,80.2,408,48,6.6,8875,16299,5.9,2420,45,18.3,148,7559,12.4,83,58,2.9,23745,35201,1.2,3387,43,208.6,54617,61599,4.64,1.74,0.38,0.16,0.423,4.6,15.8,26.5,23.1,24.4,28.2,24.3,391,26.2,3208,66891,22.1,24.2,32.6,8,2.6,6.2,0.4,3.8,1174,10.5,25.4,46,9.2,1,0.8,5.6,1.5,1fad98b8-947c-4dba-adcc-251e78281272,0.00433676889269918,0.335541723971249
1064,213031352,Yarraville,5.62,https://linked.data.gov.au/dataset/asgsed3/SA2/213031352,9592,39,811.1,72428,84558,84,1370,41,40.9,9720,29860,6,7219,41,47.8,134,6619,8.9,150,57,4.5,21224,29768,0.7,9755,40,838.8,71512,85989,4.46,1.8,0.4,0.2,0.432,6,17.8,28.8,17.3,19.2,23.8,39.6,1408,52.6,1814,37356,17.6,16,28.5,14.3,12.2,6.3,0.6,4.6,1627,10.1,14.7,34.3,20.9,13.7,1.7,3.7,0.8,b682265a-c24c-48a1-ae4d-fe28dea99df2,0.000575108422708581,0.128624318300693
709,204011060,Seymour Surrounds,1688.8308,https://linked.data.gov.au/dataset/asgsed3/SA2/204011060,2168,39,136.9,58512,63167,77.7,500,52,3.9,4972,7799,9.3,1610,46,10.1,81,6289,10.8,68,58,2.2,24500,32418,1.8,2428,44,144.7,54521,59585,4.7,1.7,0.36,0.16,0.442,5.4,16.5,27,24.6,23.7,28,23.7,224,14,5407,62580,19.8,20.8,31.3,7.2,2.9,7.6,0.9,9.7,1112,12.1,24.6,40.1,7.4,4.2,1.6,6.9,2.6,01ebcdd2-62d3-435f-9fb9-4a1b0a66404c,0.171065384008216,3.39571203279985
